codigo_localidad,item_codigo,enunciado,factor_asignado,pct_acuerdo,ic_inf,ic_sup,n_muestral
3,P10.1,En desacuerdo,F1,0.606196301172208,0.5241466878201176,0.6882459145242984,185
3,P10.10,En desacuerdo,F2,0.4175188042024969,0.3347038097469098,0.5003337986580839,185
3,P10.11,En desacuerdo,F3,0.4845209341317684,0.40059584877044396,0.5684460194930928,185
3,P10.2,En desacuerdo,F1,0.6275774979942246,0.5463914052144333,0.7087635907740159,185
3,P10.3,En desacuerdo,F1,0.5764020274848399,0.4934227424456014,0.6593813125240784,185
3,P10.4,En desacuerdo,F1,0.6175393459373204,0.5359270302612045,0.6991516616134363,185
3,P10.5,En desacuerdo,F2,0.3700288076983582,0.28894985773757503,0.4511077576591414,185
3,P10.6,En desacuerdo,F1,0.38367424816040707,0.30201291141678793,0.4653355849040262,185
3,P10.7,De acuerdo,F3,0.3523741959480397,0.2721520780232546,0.4325963138728248,185
3,P10.8,En desacuerdo,F2,0.5330771858459329,0.44929578884305177,0.616858582848814,185
3,P10.9,En desacuerdo,F3,0.512601659936559,0.42866300042784633,0.5965403194452717,185
3,P12.1,En desacuerdo,F3,0.42787760810792513,0.34479038302249454,0.5109648331933557,185
3,P12.2,En desacuerdo,F3,0.37754387881769164,0.2961356904779325,0.4589520671574508,185
3,P12.3,En desacuerdo,F3,0.33288982160924985,0.253752919755046,0.4120267234634537,185
3,P12.4,En desacuerdo,F3,0.49177910582517154,0.40782512442520413,0.5757330872251389,185
3,P12.5,En desacuerdo,F3,0.4791885499574469,0.3952959835778449,0.5630811163370489,185
3,P12.6,En desacuerdo,F1,0.38698862630878905,0.30519614769760406,0.46878110491997405,185
4,P10.1,De acuerdo,F1,0.5958920781497632,0.5238960554818427,0.6678881008176837,217
4,P10.10,De acuerdo,F2,0.3026405450091569,0.23523929996052345,0.3700417900577903,217
4,P10.11,De acuerdo,F3,0.40091222636901463,0.32900941098901637,0.4728150417490129,217
4,P10.2,De acuerdo,F1,0.5608203335994372,0.4880073201901103,0.6336333470087641,217
4,P10.3,De acuerdo,F1,0.3860232788291217,0.3145968861172952,0.4574496715409482,217
4,P10.4,De acuerdo,F1,0.5294000094311612,0.4561691811245419,0.6026308377377805,217
4,P10.5,De acuerdo,F2,0.2994561472418516,0.23225753618439351,0.3666547582993097,217
4,P10.6,De acuerdo,F1,0.4110791589169314,0.3388907934312724,0.48326752440259046,217
4,P10.7,De acuerdo,F3,0.3066830463088282,0.2390300849981759,0.3743360076194805,217
4,P10.8,De acuerdo,F2,0.3470560120559637,0.27721447852047304,0.41689754559145437,217
4,P10.9,De acuerdo,F3,0.31097649854180404,0.2430628880837575,0.37889010899985054,217
4,P12.1,De acuerdo,F3,0.41751117351704065,0.34515861922176555,0.48986372781231574,217
4,P12.2,De acuerdo,F3,0.36736814353514796,0.29663836594942955,0.4380979211208664,217
4,P12.3,De acuerdo,F3,0.2995775780833637,0.23237116920251816,0.3667839869642093,217
4,P12.4,De acuerdo,F3,0.46313767173438414,0.3899795517791875,0.5362957916895807,217
4,P12.5,De acuerdo,F3,0.3546698055195434,0.2844791790953843,0.42486043194370254,217
4,P12.6,De acuerdo,F1,0.3993686692832743,0.32751201306058886,0.47122532550595975,217
5,P10.1,De acuerdo,F1,0.45280824453166424,0.39552697395576636,0.5100895151075622,411
5,P10.10,En desacuerdo,F2,0.35118741246665325,0.29625675321393685,0.40611807171936964,411
5,P10.11,En desacuerdo,F3,0.3998151278317552,0.3434438550349061,0.4561864006286043,411
5,P10.2,De acuerdo,F1,0.5175735767191352,0.46007100095887216,0.5750761524793981,411
5,P10.3,De acuerdo,F1,0.4430663982151761,0.38590250159324924,0.500230294837103,411
5,P10.4,De acuerdo,F1,0.4681447239894982,0.41072349153547305,0.5255659564435233,411
5,P10.5,En desacuerdo,F2,0.332630493560026,0.2784116916341884,0.3868492954858636,411
5,P10.6,De acuerdo,F1,0.3482925662854222,0.29346687109830416,0.40311826147254026,411
5,P10.7,En desacuerdo,F3,0.3365828940077344,0.2822046649157002,0.3909611230997686,411
5,P10.8,En desacuerdo,F2,0.44477896027419955,0.3875928203800758,0.5019651001683233,411
5,P10.9,De acuerdo,F3,0.41976592972538257,0.3629734393161335,0.4765584201346316,411
5,P12.1,En desacuerdo,F3,0.3335385151792898,0.279282707763344,0.38779432259523555,411
5,P12.2,En desacuerdo,F3,0.35169049047611256,0.2967418165793703,0.4066391643728548,411
5,P12.3,En desacuerdo,F3,0.29559079042453584,0.24308059080478694,0.34810099004428474,411
5,P12.4,En desacuerdo,F3,0.40423828178046733,0.34776529943514756,0.4607112641257871,411
5,P12.5,En desacuerdo,F3,0.3330738565933315,0.278836957557182,0.387310755629481,411
5,P12.6,En desacuerdo,F1,0.3790824216273391,0.32325217994864536,0.4349126633060328,411
6,P10.1,En desacuerdo,F1,0.37725437176401383,0.29837335356001377,0.4561353899680139,275
6,P10.10,En desacuerdo,F2,0.3105368008289848,0.23523383073628248,0.3858397709216872,275
6,P10.11,En desacuerdo,F3,0.5747452648681677,0.49428854857626,0.6552019811600753,275
6,P10.2,En desacuerdo,F1,0.4530722998437298,0.372060414610551,0.5340841850769087,275
6,P10.3,En desacuerdo,F1,0.6317934464730314,0.5533000107509212,0.7102868821951416,275
6,P10.4,De acuerdo,F1,0.6004621016622754,0.520750448725941,0.6801737545986098,275
6,P10.5,En desacuerdo,F2,0.2909980427024632,0.2170768825045132,0.36491920290041324,275
6,P10.6,En desacuerdo,F1,0.2647710028772948,0.1929673485789314,0.33657465717565827,275
6,P10.7,En desacuerdo,F3,0.22336726247828406,0.15558475492600682,0.2911497700305613,275
6,P10.8,De acuerdo,F2,0.568334623968353,0.4877270800457113,0.6489421678909947,275
6,P10.9,En desacuerdo,F3,0.5306442092575945,0.4494261087101384,0.6118623098050506,275
6,P12.1,En desacuerdo,F3,0.6064783009603141,0.5269737481109474,0.6859828538096807,275
6,P12.2,En desacuerdo,F3,0.34936059141346726,0.27177033932539063,0.4269508435015439,275
6,P12.3,En desacuerdo,F3,0.3771645658613783,0.29828725026330916,0.45604188145944746,275
6,P12.4,De acuerdo,F3,0.6607701786247012,0.5837202478870922,0.7378201093623102,275
6,P12.5,En desacuerdo,F3,0.3842792555716284,0.3051175055031973,0.4634410056400595,275
6,P12.6,En desacuerdo,F1,0.4153273384017006,0.33513152868411455,0.49552314811928666,275
7,P10.1,De acuerdo,F1,0.5143738732318464,0.44612612001659857,0.5826216264470941,319
7,P10.10,En desacuerdo,F2,0.2630366355274029,0.2029152534062759,0.3231580176485299,319
7,P10.11,En desacuerdo,F3,0.4422107173304609,0.3743923077747306,0.5100291268861912,319
7,P10.2,En desacuerdo,F1,0.42451573203417114,0.3570223006145821,0.49200916345376017,319
7,P10.3,En desacuerdo,F1,0.45398663011804413,0.38600038493797595,0.5219728752981123,319
7,P10.4,En desacuerdo,F1,0.5210610060067016,0.4528456308908848,0.5892763811225183,319
7,P10.5,En desacuerdo,F2,0.29406781603454585,0.23185166715527775,0.356283964913814,319
7,P10.6,En desacuerdo,F1,0.2063732193811833,0.15111044135674356,0.26163599740562304,319
7,P10.7,En desacuerdo,F3,0.2401530446082691,0.18182129561745203,0.2984847935990862,319
7,P10.8,En desacuerdo,F2,0.41810481088817786,0.35075089476999666,0.48545872700635906,319
7,P10.9,En desacuerdo,F3,0.3959786606377537,0.3291965842202671,0.46276073705524035,319
7,P12.1,En desacuerdo,F3,0.5077603586842471,0.43949261096780223,0.5760281064006919,319
7,P12.2,En desacuerdo,F3,0.4603013696231267,0.3922409413537812,0.5283617978924722,319
7,P12.3,En desacuerdo,F3,0.3860517435373084,0.3195724293846074,0.45253105769000945,319
7,P12.4,En desacuerdo,F3,0.5474237686062501,0.4794555978261972,0.615391939386303,319
7,P12.5,En desacuerdo,F3,0.37347090010306944,0.30741723902139995,0.4395245611847389,319
7,P12.6,En desacuerdo,F1,0.4073408985928712,0.34024756454284116,0.47443423264290124,319
8,P10.1,De acuerdo,F1,0.5970211443193326,0.5328416688693554,0.6612006197693099,345
8,P10.10,En desacuerdo,F2,0.4173856486154769,0.35286191009862977,0.481909387132324,345
8,P10.11,En desacuerdo,F3,0.4409623139617578,0.3759970125740177,0.5059276153494978,345
8,P10.2,De acuerdo,F1,0.5980368384294684,0.5338837937786403,0.6621898830802966,345
8,P10.3,En desacuerdo,F1,0.49973119656584597,0.4343082472014772,0.5651541459302147,345
8,P10.4,En desacuerdo,F1,0.556819318315396,0.49182015968543524,0.6218184769453567,345
8,P10.5,En desacuerdo,F2,0.4449720550181944,0.3799465144946518,0.5099975955417371,345
8,P10.6,En desacuerdo,F1,0.3901686427346427,0.3263435823071408,0.4539937031621446,345
8,P10.7,En desacuerdo,F3,0.3854868508640671,0.32180281888976414,0.44917088283837003,345
8,P10.8,En desacuerdo,F2,0.5051029487772889,0.4396833972863169,0.5705225002682609,345
8,P10.9,En desacuerdo,F3,0.5294064208167983,0.46409670739335585,0.5947161342402408,345
8,P12.1,En desacuerdo,F3,0.34979930034893514,0.28739803994887175,0.4122005607489985,345
8,P12.2,En desacuerdo,F3,0.38510871929969503,0.32143634855381187,0.4487810900455782,345
8,P12.3,En desacuerdo,F3,0.34113772457344227,0.279104783475748,0.4031706656711365,345
8,P12.4,De acuerdo,F3,0.41952969727601463,0.35495958604272626,0.484099808509303,345
8,P12.5,En desacuerdo,F3,0.3860351643886683,0.3223342949877011,0.4497360337896355,345
8,P12.6,En desacuerdo,F1,0.406008973137333,0.3417523445242644,0.47026560175040155,345
9,P10.1,En desacuerdo,F1,0.3838292680391712,0.31509546483591533,0.4525630712424271,327
9,P10.10,En desacuerdo,F2,0.270196063582347,0.20743455009493544,0.33295757706975854,327
9,P10.11,En desacuerdo,F3,0.5279393575862161,0.45738209635196303,0.5984966188204692,327
9,P10.2,En desacuerdo,F1,0.41534309049054335,0.34569570198859506,0.48499047899249165,327
9,P10.3,En desacuerdo,F1,0.5832519580324615,0.5135707477641465,0.6529331683007766,327
9,P10.4,En desacuerdo,F1,0.6273997717718092,0.5590645615303199,0.6957349820132984,327
9,P10.5,De acuerdo,F2,0.27145719812034896,0.20860376340060305,0.3343106328400949,327
9,P10.6,En desacuerdo,F1,0.26495435980732385,0.2025818117187511,0.32732690789589663,327
9,P10.7,En desacuerdo,F3,0.14573822279964782,0.09586895170354119,0.19560749389575444,327
9,P10.8,De acuerdo,F2,0.4260541204330326,0.3561635388306065,0.4959447020354587,327
9,P10.9,En desacuerdo,F3,0.3936167730533715,0.3245671699405578,0.4626663761661852,327
9,P12.1,En desacuerdo,F3,0.44207974379147225,0.37188781586731445,0.51227167171563,327
9,P12.2,En desacuerdo,F3,0.3034457085571845,0.23846734278183107,0.36842407433253793,327
9,P12.3,En desacuerdo,F3,0.3369721371204018,0.2701664116861126,0.403777862554691,327
9,P12.4,En desacuerdo,F3,0.5301706850002073,0.4596317807309789,0.6007095892694356,327
9,P12.5,De acuerdo,F3,0.393860389329334,0.3248032976486332,0.46291748101003477,327
9,P12.6,De acuerdo,F1,0.41220628556340133,0.3426365148224563,0.4817760563043464,327
10,P10.1,De acuerdo,F1,0.600895078479048,0.5580169776854443,0.6437731792726517,519
10,P10.10,En desacuerdo,F2,0.36374395207291854,0.32162219025742816,0.4058657138884089,519
10,P10.11,En desacuerdo,F3,0.37129165481768306,0.32898829295819026,0.41359501667717585,519
10,P10.2,En desacuerdo,F1,0.5219594263570051,0.4782229865899702,0.56569586612404,519
10,P10.3,De acuerdo,F1,0.5062138318437822,0.46243853096974674,0.5499891327178177,519
10,P10.4,De acuerdo,F1,0.5710241684947208,0.527689414738366,0.6143589222510757,519
10,P10.5,En desacuerdo,F2,0.32775447574542915,0.28665550451939653,0.3688534469714618,519
10,P10.6,De acuerdo,F1,0.35273355421897296,0.3108968360177629,0.394570272420183,519
10,P10.7,En desacuerdo,F3,0.3391345760579253,0.29768355566992855,0.38058559644592205,519
10,P10.8,En desacuerdo,F2,0.538575196978516,0.49492699905935905,0.5822233948976729,519
10,P10.9,En desacuerdo,F3,0.4347892280519973,0.391384476097151,0.47819398000684366,519
10,P12.1,En desacuerdo,F3,0.3241287896877653,0.2831477046168529,0.36510987475867773,519
10,P12.2,En desacuerdo,F3,0.3387459233992313,0.2973064817018778,0.38018536509658485,519
10,P12.3,En desacuerdo,F3,0.2663008516792367,0.22759844600379084,0.3050032573546826,519
10,P12.4,En desacuerdo,F3,0.3936230961032241,0.35084669062244994,0.43639950158399826,519
10,P12.5,En desacuerdo,F3,0.43219043570987253,0.38881622315552433,0.47556464826422074,519
10,P12.6,En desacuerdo,F1,0.4481640736712035,0.4046212909103701,0.4917068564320369,519
11,P10.1,De acuerdo,F1,0.6085082512425518,0.55558341261347,0.6614330898716336,520
11,P10.10,En desacuerdo,F2,0.29648304336338904,0.24696058278660107,0.346005503940177,520
11,P10.11,En desacuerdo,F3,0.29453174894602135,0.24510411803128934,0.34395937986075337,520
11,P10.2,De acuerdo,F1,0.3837725845250126,0.33104079844988765,0.4365043706001376,520
11,P10.3,De acuerdo,F1,0.523035930192607,0.4688765613759689,0.577195299009245,520
11,P10.4,De acuerdo,F1,0.628342694464695,0.5759422920521278,0.6807430968772623,520
11,P10.5,De acuerdo,F2,0.24509617354167995,0.1984539679339959,0.291738379149364,520
11,P10.6,En desacuerdo,F1,0.21504225476516597,0.1704920153578975,0.25959249417243446,520
11,P10.7,En desacuerdo,F3,0.3441798900970146,0.2926629439460773,0.39569683624795193,520
11,P10.8,En desacuerdo,F2,0.3086707304420159,0.25858025000011897,0.3587612108839128,520
11,P10.9,En desacuerdo,F3,0.14149487716339118,0.10370227429096725,0.17928748003581513,520
11,P12.1,En desacuerdo,F3,0.17032321240936044,0.12956112745108114,0.21108529736763973,520
11,P12.2,En desacuerdo,F3,0.21311389718035073,0.1687094136291656,0.2575183807315358,520
11,P12.3,En desacuerdo,F3,0.10015957458480684,0.06760635214494595,0.13271279702466773,520
11,P12.4,En desacuerdo,F3,0.30317921928396296,0.2533395373360668,0.35301890123185914,520
11,P12.5,En desacuerdo,F3,0.2519950878020508,0.20491760182716143,0.29907257377694024,520
11,P12.6,De acuerdo,F1,0.3977261103195617,0.344655501545759,0.45079671909336433,520
12,P10.1,En desacuerdo,F1,0.48986462337779757,0.41283753768573367,0.5668917090698615,221
12,P10.10,En desacuerdo,F2,0.29849510014357344,0.2279857576406974,0.3690044426464495,221
12,P10.11,En desacuerdo,F3,0.23984793344824687,0.17405474433106685,0.30564112256542686,221
12,P10.2,De acuerdo,F1,0.44990985023125973,0.37325451412434296,0.5265651863381765,221
12,P10.3,En desacuerdo,F1,0.35349171021345904,0.279830411258474,0.42715300916844406,221
12,P10.4,En desacuerdo,F1,0.4770358245918143,0.4000742092506396,0.553997439932989,221
12,P10.5,En desacuerdo,F2,0.15261238610981584,0.09720104589322595,0.20802372632640573,221
12,P10.6,En desacuerdo,F1,0.24488197579061718,0.17862241756914815,0.3111415340120862,221
12,P10.7,En desacuerdo,F3,0.25074437668779453,0.1839571647756915,0.3175315885998976,221
12,P10.8,De acuerdo,F2,0.4425064533655933,0.36597456420671876,0.5190383425244678,221
12,P10.9,En desacuerdo,F3,0.4207655927900841,0.344696192470172,0.4968349931099961,221
12,P12.1,En desacuerdo,F3,0.2071965216393235,0.14474590789033054,0.2696471353883165,221
12,P12.2,En desacuerdo,F3,0.2592911970481616,0.19176374757501619,0.32681864652130704,221
12,P12.3,En desacuerdo,F3,0.15621609059091698,0.10027367574569956,0.2121585054361344,221
12,P12.4,En desacuerdo,F3,0.26738311152995536,0.1991856583000412,0.3355805647598695,221
12,P12.5,De acuerdo,F3,0.38724149765270655,0.31218326644053934,0.46229972886487375,221
12,P12.6,En desacuerdo,F1,0.45500953066166827,0.37827914028049947,0.5317399210428371,221
13,P10.1,En desacuerdo,F1,0.5669194414572958,0.4950615423546205,0.638777340559971,235
13,P10.10,En desacuerdo,F2,0.4332531087942374,0.36139183462834673,0.505114382960128,235
13,P10.11,En desacuerdo,F3,0.4077525883671075,0.3364870705262004,0.47901810620801455,235
13,P10.2,En desacuerdo,F1,0.5397744416953663,0.4674939627999268,0.6120549205908057,235
13,P10.3,De acuerdo,F1,0.5610651615842944,0.48909770179820433,0.6330326213703845,235
13,P10.4,De acuerdo,F1,0.6265710367405433,0.5564224939786522,0.6967195795024343,235
13,P10.5,En desacuerdo,F2,0.3863071311905416,0.31569628805395367,0.45691797432712955,235
13,P10.6,En desacuerdo,F1,0.3606823941919659,0.29104375108838276,0.43032103729554905,235
13,P10.7,De acuerdo,F3,0.4721787385384415,0.3997808083435465,0.5445766687333365,235
13,P10.8,De acuerdo,F2,0.4599969902068689,0.38771916415546437,0.5322748162582734,235
13,P10.9,De acuerdo,F3,0.4274517292927584,0.355708802645535,0.49919465593998175,235
13,P12.1,En desacuerdo,F3,0.35764772494780883,0.28813827321350893,0.42715717668210873,235
13,P12.2,En desacuerdo,F3,0.40275126513857085,0.3316257258779429,0.47387680439919877,235
13,P12.3,En desacuerdo,F3,0.20115447529999084,0.14302107192376523,0.25928787867621644,235
13,P12.4,En desacuerdo,F3,0.47764356611550746,0.40520581873025885,0.5500813135007561,235
13,P12.5,En desacuerdo,F3,0.42460065508444383,0.35291958042333427,0.4962817297455534,235
13,P12.6,En desacuerdo,F1,0.4530268253722695,0.3808372529433378,0.5252163978012012,235
14,P10.1,En desacuerdo,F1,0.4361833847691942,0.34647416223251953,0.525892607305869,208
14,P10.10,En desacuerdo,F2,0.3071615183316291,0.22371023836802845,0.3906127982952297,208
14,P10.11,En desacuerdo,F3,0.6212544163034831,0.5335054251716446,0.7090034074353216,208
14,P10.2,En desacuerdo,F1,0.43179193127073356,0.3421885170313166,0.5213953455101505,208
14,P10.3,En desacuerdo,F1,0.6097701868325358,0.5215278673588055,0.6980125063062661,208
14,P10.4,En desacuerdo,F1,0.6737371790650335,0.5889241353674014,0.7585502227626656,208
14,P10.5,En desacuerdo,F2,0.5170597985519089,0.4266634965261172,0.6074561005777005,208
14,P10.6,En desacuerdo,F1,0.4272739860372342,0.3377869178593248,0.5167610542151436,208
14,P10.7,En desacuerdo,F3,0.4096498611664051,0.32068984778051157,0.49860987455229866,208
14,P10.8,En desacuerdo,F2,0.4516267560397113,0.36160208176658243,0.5416514303128401,208
14,P10.9,En desacuerdo,F3,0.4832232893432646,0.3928252535564952,0.5736213251300339,208
14,P12.1,En desacuerdo,F3,0.5099512746922803,0.41952022510422643,0.6003823242803341,208
14,P12.2,En desacuerdo,F3,0.4212461125978775,0.33192615415672816,0.5105660710390268,208
14,P12.3,En desacuerdo,F3,0.44909183924013524,0.3591129177630398,0.5390707607172307,208
14,P12.4,En desacuerdo,F3,0.6566312306773625,0.5707348703214418,0.7425275910332833,208
14,P12.5,En desacuerdo,F3,0.4481557926783744,0.35819436273634897,0.5381172226203998,208
14,P12.6,En desacuerdo,F1,0.5135777452485214,0.4231621355681894,0.6039933549288534,208
15,P10.1,De acuerdo,F1,0.5635167662680434,0.48334242119847354,0.6436911113376131,221
15,P10.10,En desacuerdo,F2,0.2941414910107577,0.22048090174425203,0.36780208027726335,221
15,P10.11,En desacuerdo,F3,0.5068008675534514,0.42597915592487456,0.5876225791820283,221
15,P10.2,De acuerdo,F1,0.5994833146064118,0.5202702029834539,0.6786964262293697,221
15,P10.3,En desacuerdo,F1,0.5896150429834442,0.5100947061616301,0.6691353798052584,221
15,P10.4,De acuerdo,F1,0.6349790338662963,0.5571508645951835,0.7128072031374091,221
15,P10.5,En desacuerdo,F2,0.38328642162691956,0.3046901962857547,0.4618826469680844,221
15,P10.6,En desacuerdo,F1,0.31582127611825983,0.24067565280644057,0.3909668994300791,221
15,P10.7,En desacuerdo,F3,0.4067538165024826,0.32734266170887444,0.48616497129609076,221
15,P10.8,En desacuerdo,F2,0.4956424269766137,0.4148163077104291,0.5764685462427983,221
15,P10.9,En desacuerdo,F3,0.5441591555142796,0.46364582253464065,0.6246724884939185,221
15,P12.1,En desacuerdo,F3,0.44635211705205036,0.365989543161967,0.5267146909421336,221
15,P12.2,En desacuerdo,F3,0.3211097324290026,0.24563097490308403,0.39658848995492113,221
15,P12.3,En desacuerdo,F3,0.388148793748651,0.3093680189884176,0.46692956850888445,221
15,P12.4,En desacuerdo,F3,0.49228854946640915,0.4114689743258034,0.5731081246070149,221
15,P12.5,En desacuerdo,F3,0.3933165168413283,0.3143486521431911,0.4722843815394655,221
15,P12.6,En desacuerdo,F1,0.4116726275722436,0.33211464900988363,0.49123060613460356,221
16,P10.1,En desacuerdo,F1,0.5986113245241395,0.5250549087326601,0.6721677403156188,219
16,P10.10,En desacuerdo,F2,0.4027982674270094,0.3291996148451407,0.4763969200088781,219
16,P10.11,En desacuerdo,F3,0.4517097184183684,0.3770303685765578,0.526389068260179,219
16,P10.2,En desacuerdo,F1,0.6010557624606011,0.5275740924581872,0.674537432463015,219
16,P10.3,De acuerdo,F1,0.5428365819668607,0.4680823427022892,0.6175908212314322,219
16,P10.4,En desacuerdo,F1,0.6463114446037967,0.5745655650962289,0.7180573241113646,219
16,P10.5,De acuerdo,F2,0.3395001606281257,0.2684407031729506,0.4105596180833008,219
16,P10.6,En desacuerdo,F1,0.3741373900486592,0.301523350623368,0.4467514294739504,219
16,P10.7,De acuerdo,F3,0.3903492473085875,0.31714559200479336,0.46355290261238163,219
16,P10.8,En desacuerdo,F2,0.40764818380797463,0.333909029052765,0.4813873385631843,219
16,P10.9,En desacuerdo,F3,0.46257267016467607,0.38775306775024143,0.5373922725791107,219
16,P12.1,De acuerdo,F3,0.38476027012263353,0.3117501885006091,0.45777035174465797,219
16,P12.2,En desacuerdo,F3,0.37331243323183055,0.30073070522396705,0.44589416123969405,219
16,P12.3,En desacuerdo,F3,0.29806470992489276,0.2294259615451111,0.36670345830467443,219
16,P12.4,En desacuerdo,F3,0.4192191730766353,0.34517476921306944,0.4932635769402012,219
16,P12.5,En desacuerdo,F3,0.47271289965733915,0.3977946128933446,0.5476311864213337,219
16,P12.6,En desacuerdo,F1,0.4148523263237154,0.3409181832897757,0.4887864693576551,219
17,P10.1,En desacuerdo,F1,0.33310843435167653,0.22092431574956803,0.445292552953785,130
17,P10.10,En desacuerdo,F2,0.3058048495829337,0.19613836427475145,0.41547133489111593,130
17,P10.11,En desacuerdo,F3,0.6448926406456817,0.5309898144640955,0.758795466827268,130
17,P10.2,En desacuerdo,F1,0.4197736172634082,0.3023062435474242,0.5372409909793923,130
17,P10.3,En desacuerdo,F1,0.5226627485328997,0.4037757422407448,0.6415497548250546,130
17,P10.4,En desacuerdo,F1,0.5555903340338421,0.4373188511472352,0.6738618169204489,130
17,P10.5,En desacuerdo,F2,0.5599729825261258,0.4418228640605973,0.6781231009916544,130
17,P10.6,En desacuerdo,F1,0.33437577406372465,0.22208529994217874,0.44666624818527056,130
17,P10.7,En desacuerdo,F3,0.3792286512822113,0.2637431786778436,0.494714123886579,130
17,P10.8,En desacuerdo,F2,0.5347483598330054,0.41602678737808263,0.6534699322879282,130
17,P10.9,En desacuerdo,F3,0.5232157582025548,0.40433479710882214,0.6420967192962875,130
17,P12.1,En desacuerdo,F3,0.602246554802053,0.485752143698826,0.71874096590528,130
17,P12.2,En desacuerdo,F3,0.4938142524949752,0.37481404471059643,0.6128144602793539,130
17,P12.3,En desacuerdo,F3,0.5220777534608987,0.4031845112680574,0.6409709956537399,130
17,P12.4,En desacuerdo,F3,0.6498326224629852,0.5362924499274305,0.7633727949985399,130
17,P12.5,En desacuerdo,F3,0.5213963708354824,0.4024960712586355,0.6402966704123293,130
17,P12.6,En desacuerdo,F1,0.5701115855116423,0.4522780911376177,0.687945079885667,130
18,P10.1,En desacuerdo,F1,0.6251466911812157,0.5531116185199587,0.6971817638424727,287
18,P10.10,En desacuerdo,F2,0.32115889028595335,0.2516778363544194,0.39063994421748727,287
18,P10.11,De acuerdo,F3,0.36755668976112926,0.2958110812934529,0.4393022982288056,287
18,P10.2,De acuerdo,F1,0.5859472140081894,0.5126513517602554,0.6592430762561233,287
18,P10.3,En desacuerdo,F1,0.4545198971783041,0.3804250063423549,0.5286147880142533,287
18,P10.4,De acuerdo,F1,0.6259506915862196,0.5539466547101504,0.6979547284622889,287
18,P10.5,En desacuerdo,F2,0.3583007324745076,0.2869477755110852,0.42965368943793003,287
18,P10.6,De acuerdo,F1,0.3746173923024804,0.3025914044329123,0.4466433801720485,287
18,P10.7,En desacuerdo,F3,0.36168789606402474,0.29018792215440903,0.43318786997364045,287
